session_id	task	participant_id	source_file	window_index	window_start_lsl	window_end_lsl	sample_rate_hz	duration_s	pupil_left_mean	pupil_right_mean	pupil_mean	pupil_std	pupil_slope_per_s	pupil_missing_frac	gaze_valid_frac
ses-20260312_grp-07_run01	T0	P1	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_tobii.tsv.gz	13	328275.922928	328305.922928	49.91016170466452	29.974371999967843	2.9738606557377048	2.930136	2.9508589001447176	0.2727703965023555	0.004665518049015642	0.07682030728122913	0.9231796927187709
ses-20260312_grp-07_run01	T0	P1	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_tobii.tsv.gz	14	328290.922928	328320.922928	49.91016170466452	29.994408999977168	2.9183363295880147	3.0058042521994133	2.9636052631578944	0.2749042320386775	-0.0025078035834450096	0.07409879839786382	0.9259012016021362
ses-20260312_grp-07_run01	T0	P1	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_tobii.tsv.gz	15	328305.922928	328335.922928	49.91016170466452	29.97437200002605	2.8282779411764705	2.8421723388848665	2.8399275000000004	0.27566391985175664	0.0001796261443569166	0.06479625918503674	0.9352037408149633
ses-20260312_grp-07_run01	T0	P1	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_tobii.tsv.gz	16	328320.922928	328350.922928	49.91016170466452	29.974373000033665	2.9661699489423774	2.9218165596002854	2.944384533143264	0.2725204508786293	0.0033104117537802397	0.06279225116900468	0.9372077488309953
ses-20260312_grp-07_run01	T0	P1	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_tobii.tsv.gz	17	328335.922928	328365.922928	49.91016170466452	29.994407999969553	3.1093068783068785	3.105974526928675	3.104028281363307	0.20012917039235906	0.0023883759761278715	0.0794392523364486	0.9205607476635514
ses-20260312_grp-07_run01	T0	P1	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_tobii.tsv.gz	18	328350.922928	328380.922928	49.91016170466452	29.974372999975458	3.257504784688995	3.277514025777103	3.257015825169555	0.22888154494943705	0.0023655538109153317	0.11356045424181696	0.8864395457581831
ses-20260312_grp-07_run01	T0	P1	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_tobii.tsv.gz	19	328365.922928	328395.922928	49.91016170466452	29.974371999967843	3.2530760697305867	3.2877210007581494	3.264637358490566	0.26169067870546003	-0.0026731755017623685	0.11489645958583834	0.8851035404141616
ses-20260312_grp-07_run01	T0	P1	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_tobii.tsv.gz	20	328380.922928	328410.922928	49.91016170466452	29.994409000035375	2.996964783565664	3.013088319088319	3.0064392324093814	0.2899888891511353	-0.0034755168219096355	0.06074766355140187	0.9392523364485982
ses-20260312_grp-07_run01	T0	P1	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_tobii.tsv.gz	21	328395.922928	328425.922928	49.91016170466452	29.97437200002605	3.0848353969410054	3.0722627586206896	3.082213109128346	0.34339670384429943	0.006554344667200396	0.026720106880427523	0.9732798931195725
ses-20260312_grp-07_run01	T0	P1	C:\Users\amodica\Downloads\affectai_et_all\bids_release_no_video\sub-01\ses-20260312_grp-07_run01\et\sub-01_ses-20260312_grp-07_run01_task-T0_run-01_acq-P1_tobii.tsv.gz	22	328410.922928	328440.922928	49.91016170466452	29.974372999975458	3.2010895865237368	3.2465698005698003	3.222267351274787	0.264098267139365	-0.002519012605770048	0.05678022712090848	0.9432197728790915
