onset	duration	speaker	text	type	subtype	energy	energy_ratio	mic	confidence	gap_prev_ms	trp_silence_ms	interruption_gap_ms	bclatency_ms	overlap_ms
264.000	4.000	P4	I think A also has facilitated the rollout of trainings.	SPK				shared	manual	0	0	0		20000
264.000	4.000	P4	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-4000				20000
264.000	4.000	P4	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-4000				20000
268.000	20.811	P4	So, meaning that he's not completely new to the way of working, which I think this experience could be useful. I definitely agree that candidate B is too technical, because if you bring technical people talking to people who don't know anything about AI, they will just get lost.	SPK				shared	manual	0	0	4000		34765
268.000	9.429	P4	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-20811				33858
268.000	5.000	P4	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-9429				25000
284.000	0.907	P3	mmh	BCK				shared	manual	11000			16000	907
288.811	2.189	GROUP	(2.2)	SIL				shared	manual	3904				
291.000	4.000	P3	It also seems that candidate C can have some empowerment influencing others.	SPK				shared	manual	0	2189	2189		
295.000	0.816	GROUP	(0.8)	SIL				shared	manual	0				
295.816	13.464	P3	And because, yeah, in terms of change management as well, when we're talking new tools, he or she could also be very helpful with that.	SPK		0.031102	10.68	mic11	manual	0	816	7005		
309.280	0.280	GROUP	(0.3)	SIL				shared	manual	0				
309.560	1.241	P3	So I also agree candidate C really spoke to me, not only because of one bullet point, but I think it's a good package.	SPK		0.026771	11.69	mic11	manual	0	280	20749		
310.801	8.218	GROUP	(8.2)	SIL				shared	manual	0				
319.019	0.781	P2	Yes.	SPK				shared	manual	0	8218	8218		
319.800	1.541	GROUP	(1.5)	SIL				shared	manual	0				
321.341	5.230	P2	He hears a little bit from the others and he is open to take action right away.	SPK				shared	manual	0	1541	10540		220
325.150	0.220	P3	mmh	BCK		0.001763	0.80	shared	manual	-1421			3809	220
326.571	0.429	GROUP	(0.4)	SIL				shared	manual	1201				
327.000	15.520	P2	And he's open to new and to try new things. And for me also the candidate C was the same.	SPK				shared	manual	0	429	16199		11578
330.811	2.130	P2	(2.1)	SIL				shared	manual	-11709				2130
333.701	2.562	P2	(2.6)	SIL				shared	manual	760				2760
336.164	0.530	P1	Yes.	SPK		0.002247	1.47	shared	manual	-99	-6356	-6356		1159
336.164	0.530	P1	[OVL:competitive]	OVL	competitive			shared	manual	-530				1159
336.694	6.557	GROUP	(6.6)	SIL				shared	manual	0				6203
342.874	0.500	P1	yeah	BCK				shared	manual	-377				500
343.251	12.710	P1	I also want to point out that with candidate A, there is also a risk of things going out of scope because of the limited knowledge.	SPK		0.027422	5.94	mic9	manual	-123	6557	731		123
355.961	0.580	GROUP	(0.6)	SIL				shared	manual	0				
356.541	7.606	P1	There could also be some risk involved where if we don't know what we are entering into the model or to develop it,	SPK		0.025521	5.85	mic9	manual	0	580	14021		
364.147	0.520	GROUP	(0.5)	SIL				shared	manual	0				
364.667	7.045	P1	we might have a hard time debugging it if there would be any errors coming up in the future.	SPK		0.021430	5.90	mic9	manual	0	520	22147		
371.712	0.080	GROUP	(.)	SIL				shared	manual	0				
371.792	4.484	P1	So it should be more future-proof and fail-safe.	SPK		0.019454	3.12	mic9	manual	0	80	29272		
376.276	0.500	GROUP	(0.5)	SIL				shared	manual	0				120
376.656	0.500	P3	mmh	BCK				shared	manual	-120				500
376.776	6.065	P1	So that's why I think I would incline more towards C. But I think A also has the potential.	SPK		0.022833	6.23	mic9	manual	-380	500	34256		380
382.841	0.529	GROUP	(0.5)	SIL				shared	manual	0				
383.370	5.375	P1	But in this case, we have to choose one.	SPK		0.012732	4.69	mic9	manual	0	529	40850		6745
385.000	3.000	P1	I think C would be, in my opinion, a better choice.	SPK				shared	manual	-3745	-3745	42480		6000
385.000	3.000	P1	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-3000				6000
388.000	1.002	GROUP	(1.0)	SIL				shared	manual	0				745
389.002	0.781	P4	Yeah, I agree.	SPK		0.026348	6.03	mic12	manual	0	1002	1002		
389.803	8.685	P4	I think the fact that he has IT experience, right, or IT at least on his CV, that definitely helps, yeah.	SPK		0.018490	2.26	mic12	manual	20	20	1803		1476
390.829	0.500	P3	mmh	BCK				shared	manual	-7659			1026	500
398.000	5.000	P4	So I would be inclined to see as well.	SPK				shared	manual	6671	-488	10000		8470
398.000	0.488	P4	[OVL:backchannel_ovl]	OVL	backchannel_ovl			shared	manual	-5000				976
398.788	3.282	P3	mmh	SPK		0.010370	1.23	shared	manual	300	-4212	-4212		6564
398.788	3.282	P3	[OVL:floor_fight]	OVL	floor_fight			shared	manual	-3282				6564
402.070	1.769	GROUP	(1.8)	SIL				shared	manual	0				930
403.839	1.420	P3	Yeah, we all agree.	SPK		0.024054	10.85	mic11	manual	0	1769	839		
405.259	3.875	GROUP	(3.9)	SIL				shared	manual	0				
409.134	4.142	MODERATOR	So if you all agree, we can move on to the candidate selection phase.	SPK		0.002970	1.17	shared	confident	0	3875	3875		
413.276	0.360	GROUP	(0.4)	SIL				shared	manual	0				
413.636	1.801	P4	We need to answer the questions, right?	SPK		0.028926	1.71	shared	confident	0	360	360		
415.437	0.801	GROUP	(0.8)	SIL				shared	manual	0				
416.238	0.520	MODERATOR	The VADs?	SPK		0.005809	1.34	shared	confident	0	801	801		
416.758	0.420	GROUP	(0.4)	SIL				shared	manual	0				
417.178	0.200	P4	Yeah.	SPK		0.037281	6.42	shared	confident	0	420	420		
417.378	0.238	GROUP	(0.2)	SIL				shared	manual	0				
417.616	0.200	P4	yes	SPK		0.002640	0.95	shared	confident	0	238	858		985
417.619	0.740	MODERATOR	Yes, yes, please.	SPK		0.002366	1.08	shared	confident	-197	-197	-197		1571
417.619	0.240	P4	Yes,	SPK		0.002651	1.06	shared	confident	-740	-740	-740		1071
417.619	0.197	MODERATOR	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-240				985
417.619	0.197	P4	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-197				985
417.619	0.240	P4	[OVL:simultaneous]	OVL	simultaneous			shared	manual	-197				1071
417.859	8.846	GROUP	(8.8)	SIL				shared	manual	0				500
426.705	6.629	MODERATOR	So please, one of you select the candidate that you chose and send it.	SPK		0.009280	2.96	shared	confident	0	8846	8846		
