group_id	task_id	window_index	window_start_s	n_participants	n_physio_valid	group_hr_mean_bpm_mean	group_hr_mean_bpm_std	group_hrv_rmssd_ms_mean	group_hrv_rmssd_ms_std	group_eda_tonic_mean_mean	group_eda_tonic_mean_std	group_eda_phasic_rate_hz_mean	group_eda_phasic_rate_hz_std	group_temp_mean_mean	group_temp_mean_std	tr_spk_count	tr_spk_duration_s	tr_silence_duration_s	tr_backchannel_count	tr_overlap_count	tr_competitive_overlap	tr_cooperative_overlap	tr_collaborative_overlap	tr_needs_review_overlap	tr_conflict_overlap_ratio	tr_laughter_count	tr_filled_pause_count	tr_n_active_speakers	tr_speaking_entropy	tr_overlap_time_s	group_et_pupil_mean_mean	group_et_pupil_mean_std	group_et_pupil_std_mean	group_et_pupil_std_std	group_et_pupil_slope_per_s_mean	group_et_pupil_slope_per_s_std	group_et_blink_rate_per_min_mean	group_et_blink_rate_per_min_std	group_et_gaze_dispersion_mean	group_et_gaze_dispersion_std	group_et_gaze_valid_frac_mean	group_et_gaze_valid_frac_std	group_et_gaze_velocity_mean_mean	group_et_gaze_velocity_mean_std	tr_ovl_simultaneous	tr_ovl_backchannel	tr_ovl_smooth	tr_ovl_competitive_timing	tr_ovl_floor_fight	tr_ovl_context_collaborative	tr_ovl_context_competitive	tr_ovl_long_ratio	tr_ovl_short_ratio	tr_ovl_collaboration_index
grp-14	T2	28	840.0	4	4	75.3772	14.9763	130.7919	45.7098	0.2631	0.2714	0.334	0.3318	35.4841	0.6369																3.4358	0.4104	0.1846	0.0565	0.0011	0.0019	20.5038	13.604	0.1436	0.0205	0.9498	0.0332	0.5137	0.0715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	29	870.0	4	4	69.7571	12.4458	128.2977	90.8178	0.2225	0.2051	0.2922	0.2635	35.4811	0.6439																3.5167	0.5208	0.2065	0.0879	0.0021	0.0021	11.0094	7.4	0.1369	0.0306	0.9664	0.0188	0.5265	0.1219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	30	900.0	4	4	69.515	16.2255	64.5177		0.2111	0.1747	0.1586	0.1374	35.4854	0.6395																3.532	0.5599	0.1998	0.0704	-0.0004	0.0012	12.5107	13.7108	0.1473	0.0422	0.9588	0.0297	0.559	0.1458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	31	930.0	4	4	74.1408	12.663	149.0172	46.6155	0.2088	0.1636	0.1334	0.1123	35.483	0.6504																3.5394	0.5149	0.1988	0.0245	0.0013	0.0009	12.0022	12.1128	0.1494	0.0426	0.9514	0.0377	0.657	0.2145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	32	960.0	4	4	77.6814	13.1692	129.9251	31.2313	0.2046	0.163	0.2086	0.1732	35.4834	0.6518																3.5836	0.4603	0.2047	0.0257	0.0001	0.0016	10.509	5.2644	0.1497	0.0431	0.9439	0.0322	0.7711	0.4071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	33	990.0	4	4	72.1396	19.8057	143.2487	79.5205	0.1958	0.2094	0.3089	0.2367	35.4862	0.6489																3.531	0.4034	0.1738	0.0597	-0.0015	0.0009	11.5098	7.006	0.1289	0.046	0.9521	0.0289	0.5331	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	34	1020.0	4	4	71.075	25.6549	128.0514	11.8653	0.1977	0.2485	0.459	0.3463	35.493	0.6554																3.4309	0.4024	0.1704	0.034	-0.0011	0.0019	14.0083	5.8947	0.1172	0.0592	0.9653	0.0094	0.4318	0.1257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	35	1050.0	4	4	73.9006	26.9099	138.6577	12.7859	0.2174	0.2318	0.2919	0.1451	35.5025	0.6642																3.3966	0.4419	0.1692	0.0379	0.0009	0.001	14.5124	10.6392	0.1306	0.0445	0.9649	0.0119	0.4972	0.0873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	36	1080.0	4	4	72.0169	18.9195	159.7195	44.227	0.2237	0.2187	0.1752	0.0919	35.4909	0.6617																3.448	0.4366	0.1924	0.055	0.0012	0.0004	13.5065	8.8546	0.1304	0.0459	0.9584	0.0178	0.579	0.2433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	37	1110.0	4	4	66.1371	20.0901	133.459	15.8413	0.2025	0.1623	0.1503	0.0795	35.4715	0.646																3.4911	0.4214	0.2114	0.0519	0.0002	0.0009	14.012	5.1684	0.1472	0.0659	0.9444	0.0262	0.7185	0.281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	38	1140.0	4	4	78.3223	19.1315	141.4524	15.381	0.1968	0.1411	0.1835	0.1376	35.4689	0.6313																3.4548	0.4539	0.2789	0.0328	-0.0016	0.0019	17.515	10.5129	0.1435	0.0748	0.9232	0.0392	0.8226	0.4097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	39	1170.0	4	4	85.2352	18.7687	140.632	45.0495	0.2222	0.1764	0.1418	0.126	35.4777	0.6121																3.4244	0.4638	0.2536	0.0609	0.0001	0.0013	16.5031	7.7258	0.1328	0.0567	0.9383	0.0414	0.6992	0.3132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	40	1200.0	4	4	77.0811	5.9585	101.4751	49.1175	0.2297	0.1877	0.1252	0.0878	35.475	0.5978																3.4564	0.4419	0.1841	0.0249	0.0008	0.001	13.5115	7.1941	0.1324	0.0376	0.9623	0.0107	0.6083	0.2691	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	41	1230.0	4	4	73.109	12.4979	155.9725	22.6377	0.217	0.1888	0.142	0.042	35.4703	0.5989																3.4736	0.4293	0.2008	0.0262	0.0002	0.0015	28.0239	13.6743	0.1385	0.0755	0.9329	0.0333	0.7708	0.4797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	42	1260.0	4	4	66.4829	18.3299	156.9591	40.9067	0.2047	0.19	0.2003	0.0668	35.4842	0.6106																3.4391	0.3799	0.2495	0.0719	-0.0012	0.0023	28.0052	14.3321	0.1587	0.057	0.9261	0.0435	0.7436	0.4539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	43	1290.0	4	4	68.7166	18.0677	144.9107	36.0683	0.2039	0.1862	0.1417	0.1102	35.4771	0.6174																3.4192	0.4449	0.2698	0.0668	0.0002	0.0026	16.5141	8.0691	0.15	0.0728	0.9414	0.0321	0.6514	0.2828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	44	1320.0	4	4	71.972	15.4906	162.0703	39.0343	0.211	0.1806	0.1085	0.1136	35.4478	0.6091																3.4101	0.4202	0.2274	0.0282	-0.0003	0.0029	15.0128	9.3174	0.1432	0.0813	0.9502	0.0123	0.7031	0.459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	45	1350.0	4	4	66.9546	12.6401	159.0823	64.2609	0.2064	0.1781	0.1336	0.1056	35.4428	0.5982																3.3992	0.3581	0.1811	0.0231	0.0007	0.0011	18.5034	17.0814	0.144	0.0492	0.9481	0.018	0.7344	0.4731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	46	1380.0	4	4	65.8727	14.6622	141.4088	34.1835	0.195	0.1769	0.1501	0.114	35.447	0.5883																3.4171	0.4012	0.1961	0.0473	0.0003	0.0001	23.0197	17.9411	0.1586	0.0565	0.9436	0.03	0.7096	0.3892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	47	1410.0	4	4	69.3745	16.5278	181.0277	46.0709	0.1862	0.1745	0.1251	0.0959	35.4367	0.5902																3.3492	0.4209	0.3175	0.0962	-0.0038	0.0038	23.0197	9.5998	0.1486	0.0591	0.8672	0.0703	0.8764	0.468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	48	1440.0	4	4	80.4868	17.3084	141.3584	38.1594	0.1865	0.1693	0.1669	0.0721	35.4329	0.6034																3.3236	0.3938	0.3822	0.1293	0.0011	0.0027	32.0233	12.5074	0.1761	0.0118	0.8101	0.1176	1.003	0.3835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	49	1470.0	4	4	85.084	13.2617	160.4018	20.2036	0.1871	0.1726	0.1753	0.0997	35.4336	0.6031																3.4285	0.412	0.3255	0.0622	0.0008	0.0016	29.5252	5.2644	0.1921	0.0366	0.8768	0.0568	0.8486	0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	50	1500.0	4	4	76.9347	15.9074	208.9661	68.7149	0.1892	0.1755	0.1669	0.187	35.4229	0.5901																3.4185	0.4766	0.3837	0.0769	-0.0026	0.0038	30.511	12.7964	0.1932	0.0484	0.8498	0.0464	1.016	0.1548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	51	1530.0	4	4	76.1566	12.4356	199.0923	29.2655	0.1962	0.1746	0.2504	0.2085	35.409	0.5919																3.4651	0.4741	0.3852	0.0921	0.0015	0.0017	33.0282	13.723	0.1968	0.0355	0.8515	0.0356	1.071	0.2484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	52	1560.0	4	4	76.5431	16.0767	154.3944	19.8723	0.1856	0.1725	0.2836	0.1732	35.4082	0.6109																3.4611	0.4318	0.3593	0.0419	-0.0037	0.0023	25.5218	5.0043	0.2079	0.0279	0.8799	0.0493	0.9942	0.3413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	53	1590.0	4	4	75.937	17.6859	155.5595	30.9549	0.1652	0.1799	0.2668	0.1887	35.4204	0.6323																3.1267	0.3158	0.3605	0.085	-0.0058	0.0036	19.0035	7.395	0.1584	0.0468	0.9039	0.0586	0.695	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	54	1620.0	4	4	74.4403	6.1945	132.639	33.2368	0.1588	0.1823	0.1336	0.1443	35.4251	0.6513																2.9178	0.2564	0.1116	0.068	-0.0002	0.0007	14.6792	8.3338	0.0583	0.016	0.9749	0.0182	0.3097	0.1353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	55	1650.0	4	4	70.7925	11.1133	125.6636	42.142	0.1582	0.1781	0.1837	0.1481	35.4181	0.6594																2.9022	0.2621	0.1042	0.0674	-0.0003	0.0004	12.6775	11.7289	0.0573	0.017	0.9765	0.0218	0.2754	0.1047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	56	1680.0	4	4	68.7374	12.3565	165.3823	39.6313	0.1565	0.1761	0.217	0.2321	35.4069	0.6675																2.8904	0.2443	0.0914	0.0423	0.0001	0.0002	22.0041	16.9737	0.0629	0.0219	0.9731	0.0334	0.3148	0.1151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	57	1710.0	4	4	67.2034	9.3385	201.7101	21.2461	0.1466	0.1761	0.1168	0.1293	35.4007	0.6741																2.9025	0.2544	0.1189	0.0569	0.0006	0.0008	14.6792	13.328	0.0788	0.0349	0.9733	0.0292	0.3767	0.1866	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	58	1740.0	4	4	67.318	9.3777	181.1679	2.8089	0.1597	0.1626	0.1836	0.1293	35.3927	0.658																2.9772	0.2681	0.1911	0.0482	0.0019	0.0006	14.6792	13.6253	0.1233	0.0801	0.9619	0.0334	0.5109	0.2282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	59	1770.0	4	4	71.838	7.7256	164.5757	50.5894	0.1747	0.1556	0.242	0.1289	35.3822	0.6336																3.0322	0.3168	0.2144	0.0792	0.0003	0.0018	25.014	4.2566	0.1176	0.071	0.909	0.1295	0.5704	0.2568	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	60	1800.0	4	4	74.3568	15.5102	198.5158	34.7113	0.1815	0.162	0.1667	0.0861	35.3681	0.6353																3.154	0.3566	0.231	0.068	0.0032	0.0019	15.5132	13.6131	0.1457	0.0532	0.9001	0.1295	0.5048	0.1576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T2	61	1830.0	4	4	73.6352	11.1895	189.9376	44.9073	0.1865	0.1693	0.1586	0.0998	35.3598	0.6385																3.3428	0.2904	0.2473	0.0241	0.0031	0.0034	18.5088	11.1212	0.1941	0.0254	0.9377	0.0305	0.733	0.2662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	0	0.0	4	4	74.7246	10.1369	172.1864	18.3685	0.1939	0.175	0.1334	0.0816	35.3857	0.6648	1.0	2.392	27.128	0.0	0.0	0.0	0.0	0.0	0.0		1.0	0.0	1.0	-0.0	0.158	3.3351	0.4046	0.1505	0.0574	-0.0004	0.0011	17.0032	9.0202	0.0903	0.0198	0.9624	0.0133	0.4647	0.1043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	1	30.0	4	4	66.9632	17.65	89.6637	21.6909	0.1904	0.1786	0.1001	0.0609	35.4033	0.6609	4.0	14.987	8.06	2.0	0.0	0.0	0.0	0.0	0.0		1.0	0.0	3.0	1.3312	4.005	3.3631	0.4089	0.168	0.0625	0.0009	0.0015	19.0162	6.8371	0.1177	0.0401	0.9579	0.0135	0.5581	0.2388	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
grp-14	T3	2	60.0	4	4	59.7442	16.6743	184.5284	99.303	0.178	0.1767	0.192	0.0501	35.4223	0.6613	5.0	26.634	5.547	2.0	0.0	0.0	0.0	0.0	0.0		1.0	1.0	2.0	0.4123	4.127	3.3971	0.4102	0.1899	0.0404	-0.0003	0.0002	15.5133	5.0043	0.1623	0.0245	0.9394	0.0272	0.6386	0.2358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	3	90.0	4	4	60.571	10.6127	117.7148	87.9729	0.1707	0.1759	0.1502	0.0334	35.4215	0.6735	8.0	17.718	11.693	5.0	2.0	0.0	1.0	0.0	1.0	0.0	2.0	2.0	3.0	1.4777	6.806	3.192	0.2995	0.3127	0.0702	-0.0049	0.0026	14.5027	4.4355	0.1933	0.0198	0.9372	0.022	0.6181	0.0638	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
grp-14	T3	4	120.0	4	4	63.806	15.9108	147.4593	51.8288	0.1762	0.1702	0.1502	0.0193	35.4108	0.6736	12.0	16.893	10.52	0.0	0.0	0.0	0.0	0.0	0.0		6.0	2.0	2.0	0.3392	5.874	2.9947	0.2856	0.1999	0.1081	-0.0004	0.002	20.0171	14.0119	0.1492	0.0523	0.9572	0.0462	0.5822	0.2551	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
grp-14	T3	5	150.0	4	4	80.2966	11.1617	125.9153	52.8773	0.1724	0.1616	0.2755	0.1775	35.4067	0.6706	2.0	25.512	4.367	2.0	0.0	0.0	0.0	0.0	0.0		2.0	0.0	1.0	-0.0	0.5	2.9608	0.3072	0.1628	0.1092	-0.0007	0.0006	18.0154	17.7916	0.135	0.0255	0.9621	0.0432	0.5245	0.1666	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
grp-14	T3	6	180.0	4	4	82.1861	10.5176	153.8296	53.579	0.1665	0.1629	0.359	0.1935	35.4052	0.6866	4.0	31.844	1.7	1.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	0.406	2.9536	0.3177	0.1731	0.1192	0.0002	0.0014	18.5034	19.6929	0.1255	0.0236	0.9359	0.0656	0.5081	0.1238	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	0.0
grp-14	T3	7	210.0	4	4	75.9926	10.1506	101.8257	74.2388	0.1689	0.1633	0.3089	0.1261	35.4189	0.6909	5.0	33.676	4.329	6.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	0.2811	10.091	2.9991	0.3324	0.1986	0.1359	0.0008	0.0013	28.6912	25.3462	0.1628	0.0242	0.925	0.0859	0.5841	0.2122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	8	240.0	4	4	70.1443	21.6674	175.2211	54.7353	0.1793	0.1522	0.2335	0.0472	35.4192	0.684	5.0	18.319	3.168	11.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.7795	6.31	3.0453	0.3784	0.2189	0.0993	0.0008	0.0027	16.5141	17.0928	0.199	0.0596	0.9514	0.0492	0.5519	0.1481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	9	270.0	4	4	67.4484	25.7255	180.0885	37.4454	0.1783	0.1492	0.2169	0.1263	35.415	0.6907	11.0	27.578	9.318	1.0	4.0	0.0	3.0	2.0	1.0	0.0	1.0	0.0	3.0	1.2738	11.303	3.0586	0.4422	0.2188	0.0976	0.0005	0.0021	13.5025	7.7258	0.1871	0.0478	0.9636	0.0234	0.5245	0.1876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	10	300.0	4	4	59.2579	17.769	150.5699	51.0939	0.1656	0.1539	0.2253	0.1426	35.4282	0.6988	5.0	23.098	3.804	2.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	1.582	3.508	3.0092	0.3849	0.2296	0.1304	-0.0007	0.0028	16.0137	7.4897	0.1546	0.0671	0.9516	0.024	0.527	0.1935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	11	330.0	4	4	58.1507	15.995	155.4783	2.673	0.1528	0.1585	0.2338	0.1125	35.4312	0.7144	3.0	24.058	4.58	4.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0	1.0	-0.0	6.109	2.9491	0.3259	0.2002	0.1004	-0.0006	0.0004	16.5141	7.1941	0.1359	0.0365	0.9476	0.0263	0.5182	0.1643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	12	360.0	4	4	70.1195	18.9228	154.735	53.561	0.1553	0.1573	0.2753	0.1598	35.4306	0.7253	11.0	13.257	7.435	1.0	8.0	1.0	4.0	2.0	3.0	0.2	0.0	0.0	4.0	1.9289	18.934	2.9466	0.3457	0.1656	0.0908	0.0006	0.0001	16.0137	13.8682	0.1171	0.0093	0.9613	0.0239	0.5305	0.1219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	13	390.0	4	4	81.7071	9.6658	152.7386	27.3427	0.1648	0.152	0.3587	0.2334	35.4225	0.7182																3.0199	0.3682	0.2044	0.1122	0.002	0.0025	15.5132	14.5612	0.138	0.0073	0.9626	0.0281	0.551	0.1546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	14	420.0	4	4	77.7128	18.2755	136.8136	55.0556	0.1693	0.1503	0.3006	0.2059	35.4068	0.7097																3.0815	0.4026	0.1949	0.1194	0.0004	0.0007	20.6705	10.0683	0.1463	0.0224	0.9473	0.0418	0.6583	0.2589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	15	450.0	4	4	66.7099	17.7717	131.7944	25.5577	0.1686	0.1571	0.2087	0.0688	35.3935	0.7173																3.1881	0.4179	0.2511	0.0583	0.0035	0.0015	25.0214	17.1026	0.1972	0.0449	0.9142	0.0772	0.9036	0.5432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	16	480.0	4	4	64.5747	21.6745	108.3946	61.6496	0.154	0.155	0.2084	0.0877	35.3705	0.754																3.3611	0.4722	0.2174	0.0557	0.0019	0.0009	21.5184	10.6392	0.1481	0.0155	0.9335	0.0449	0.7231	0.2738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	17	510.0	4	4	72.1398	22.0354	163.2944	44.9048	0.1468	0.1348	0.2086	0.042	35.3482	0.7899																3.2869	0.4116	0.2366	0.1046	-0.0043	0.0036	10.0019	5.1649	0.1398	0.033	0.972	0.0199	0.499	0.2199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	18	540.0	4	4	78.7624	25.6041	156.0779	81.5773	0.1492	0.1308	0.3004	0.0472	35.3711	0.7778																3.232	0.4328	0.2203	0.0784	0.0016	0.0028	10.6758	2.3114	0.1608	0.0356	0.9708	0.0153	0.4895	0.2372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	19	570.0	4	4	76.4902	23.5438	200.3522	39.268	0.1731	0.1604	0.2334	0.0818	35.4075	0.7289																3.3296	0.4813	0.2077	0.0651	0.001	0.0026	16.0137	5.6617	0.1496	0.0641	0.9334	0.0192	0.7266	0.2966	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	20	600.0	4	4	71.0257	9.4986	176.7054	6.4394	0.1866	0.1637	0.1837	0.0884	35.4271	0.6879																3.3511	0.4091	0.1922	0.0522	0.0	0.0011	21.504	5.2609	0.1419	0.0385	0.9267	0.0241	0.81	0.4128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	21	630.0	4	4	73.4943	10.2795	178.8175	33.7214	0.1813	0.1491	0.2171	0.1778	35.4336	0.6804																3.3531	0.4015	0.1591	0.0082	0.0	0.0007	20.0171	3.2688	0.1174	0.0459	0.9537	0.0075	0.5831	0.3076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	22	660.0	4	4	75.7624	11.9642	149.8707	44.555	0.1826	0.1458	0.2504	0.1839	35.4284	0.6825																3.3372	0.4018	0.2437	0.1061	-0.0016	0.0038	22.5192	5.0043	0.1166	0.0352	0.9237	0.0335	0.7081	0.3039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	23	690.0	4	4	72.0458	14.1221	159.8482	23.6194	0.1823	0.1454	0.1584	0.0958	35.439	0.6707																3.3274	0.4298	0.2297	0.0876	-0.0004	0.0008	20.5145	6.8142	0.1192	0.0338	0.9315	0.0334	0.6342	0.1458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	24	720.0	4	4	70.927	20.703	130.0298	18.5749	0.1824	0.1523	0.1586	0.126	35.4459	0.6709																3.3524	0.5077	0.1746	0.0471	0.0002	0.0017	16.5141	9.2995	0.111	0.0452	0.9431	0.0439	0.5293	0.1528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	25	750.0	4	4	71.5605	15.54	137.7571	18.6434	0.1699	0.1445	0.1085	0.0167	35.4384	0.6718																3.3543	0.5435	0.2309	0.0838	-0.0005	0.0026	16.0053	6.3247	0.1156	0.0281	0.9199	0.0641	0.7371	0.2399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	26	780.0	4	4	68.6815	13.1917	167.9471	20.5929	0.1406	0.0863	0.1835	0.0839	35.4304	0.6522																3.3571	0.4494	0.251	0.0809	0.0006	0.0022	17.515	6.8127	0.1178	0.0358	0.9344	0.025	0.7066	0.2197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	27	810.0	4	4	67.7345	14.659	191.5536	63.5464	0.1468	0.1093	0.1752	0.0997	35.427	0.6454																3.3756	0.3829	0.2305	0.0421	-0.0002	0.0011	21.5184	10.764	0.1543	0.0701	0.9384	0.0215	0.7279	0.3302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	28	840.0	4	4	64.7273	19.3976	148.6592		0.173	0.1615	0.2086	0.1502	35.4265	0.6565																3.3661	0.3462	0.238	0.0265	-0.0011	0.0018	16.003	8.1665	0.1718	0.0589	0.9436	0.0234	0.6827	0.3103	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	29	870.0	4	4	63.8289	18.8785	131.5847		0.1814	0.1535	0.1836	0.1647	35.4233	0.6442																3.3488	0.3243	0.201	0.0243	-0.0004	0.002	14.5124	5.2644	0.1605	0.0453	0.9514	0.0183	0.5383	0.1417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	30	900.0	4	4	70.7931	14.8762	178.729	5.4091	0.187	0.1533	0.1669	0.0983	35.4169	0.6306																3.3649	0.3609	0.1815	0.0447	0.0006	0.0015	17.0145	6.0051	0.1273	0.0346	0.9432	0.0252	0.5404	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	31	930.0	4	4	76.3421	20.0247	152.6365	29.6954	0.1822	0.1512	0.1919	0.1102	35.4109	0.6263																3.3775	0.3873	0.1822	0.0556	0.0	0.0018	14.0026	12.0022	0.1294	0.0343	0.9498	0.041	0.5065	0.1242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	32	960.0	4	4	73.2071	13.6472	151.8225	28.096	0.1815	0.1552	0.2504	0.1293	35.4065	0.6224																3.4045	0.4195	0.1986	0.0539	0.0009	0.0013	13.5115	10.3851	0.1271	0.0301	0.9596	0.0274	0.5476	0.1071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	33	990.0	4	4	66.1913	15.4215	149.2025	34.7419	0.181	0.1554	0.2587	0.1168	35.4058	0.6382																3.4258	0.4645	0.2175	0.0623	-0.0001	0.0005	14.012	6.33	0.1292	0.0283	0.9394	0.0305	0.6299	0.1185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	34	1020.0	4	4	66.8335	15.4172	168.9526	23.2875	0.178	0.1362	0.2922	0.1452	35.4122	0.6467																3.4248	0.4431	0.2521	0.0931	0.0011	0.0011	15.5089	9.0088	0.1374	0.0208	0.9242	0.0337	0.6878	0.0563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	35	1050.0	4	4	68.859	15.0402	152.4285	12.166	0.1897	0.1333	0.2003	0.0818	35.413	0.6476																3.4341	0.3492	0.265	0.0812	0.0001	0.0033	16.0137	12.1209	0.1488	0.0505	0.9415	0.0137	0.6774	0.1232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
grp-14	T3	36	1080.0	4	4	72.2421	17.7206	149.9008	12.8556	0.1898	0.1542	0.1418	0.0501	35.4194	0.6518																3.3209	0.2185	0.2631	0.1161	-0.0036	0.0024	14.5064	8.0621	0.1405	0.0589	0.9568	0.0187	0.6531	0.1465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
