group_id	task_id	window_index	group_hr_mean_bpm_mean	group_hrv_rmssd_ms_mean	group_eda_phasic_rate_hz_mean	group_temp_mean_mean	group_et_pupil_mean_mean	group_et_blink_rate_per_min_mean	group_et_gaze_dispersion_mean	tr_spk_duration_s	tr_backchannel_count	tr_overlap_count	tr_competitive_overlap	cluster
grp-14	T3	4	-0.7982923073217946	-0.10478771152007234	-0.8541660640812816	-1.0649014698374268	2.9947	20.0171	0.1492	16.893	0.0	0.0	0.0	0
grp-14	T3	5	1.7755941886898305	-1.0455734939122803	0.9475164680347122	-1.1402911290137097	2.9608	18.0154	0.135	25.512	2.0	0.0	0.0	0
grp-14	T3	6	2.0705112040933913	0.17339125568996602	2.148158857752872	-1.1678727116391727	2.9536	18.5034	0.1255	31.844	1.0	0.0	0.0	0
grp-14	T3	7	1.1038170866538803	-2.0975208195488997	1.4277734239219761	-0.9159609236599526	2.9991	28.6912	0.1628	33.676	6.0	1.0	0.0	0
grp-14	T3	8	0.1910024895728298	1.1075176511616944	0.34360053548186514	-0.9104446071349384	3.0453	16.5141	0.199	18.319	11.0	1.0	0.0	0
grp-14	T3	9	-0.22977908323820959	1.3200678144190205	0.10490995261573982	-0.9876730384861826	3.0586	13.5025	0.1871	27.578	1.0	4.0	1.0	0
grp-14	T3	10	-1.508169035428138	0.03104631441332809	0.2256931391263091	-0.7449551113821603	3.0092	16.0137	0.1546	23.098	2.0	2.0	2.0	0
grp-14	T3	11	-1.680983070598724	0.24538687021976663	0.3479142207143854	-0.6897919461312343	2.9491	16.5141	0.1359	24.058	4.0	0.0	0.0	0
grp-14	T3	12	0.18713165497002057	0.21292836334768594	0.9446406778796982	-0.7008245791813933	2.9466	16.0137	0.1171	13.257	1.0	8.0	4.0	1
grp-15	T1	0	0.42664616916415943	-1.5464088693839322	-0.9272245167900565	-0.5550674887690515	2.9683	9.5016	0.1491	13.961	3.0	1.0	1.0	0
grp-15	T1	1	1.0356823110736197	-0.7327296305628171	-0.4153014332673791	-0.4690280081324789	2.9675	8.0068	0.0931	21.791	6.0	5.0	0.0	0
grp-15	T1	2	0.6171540663421015	-0.6392946259911906	-0.9256918129471743	-0.33785306224393874	2.9761	6.6723	0.0898	36.609	1.0	4.0	0.0	0
grp-15	T1	3	-0.27980177777479837	-0.9172749185568887	-0.029060064861047515	-0.16859506754903522	2.9631	19.0033	0.0946	23.26	11.0	1.0	0.0	0
grp-15	T1	4	-0.30198317191583346	-0.5915053366820539	0.22230336537164444	0.08599716613790549	2.9589	14.0118	0.162	25.5	4.0	2.0	0.0	0
grp-15	T1	5	0.26248467157436467	-0.7738332499580753	0.9963188060271901	0.30039062608477657	2.823	10.0083	0.1482	31.93	6.0	4.0	0.0	0
grp-15	T1	6	0.4832162595954941	-0.2496673358972959	1.6339236046662131	0.3377684332465544	2.6803	8.6708	0.0497	29.061	6.0	2.0	0.0	0
grp-15	T1	7	-0.40828671554788204	-0.8036353029008223	1.3748966552191104	0.2919277263500013	2.699	11.0093	0.0693	27.082	5.0	2.0	1.0	0
grp-15	T1	8	-1.3967082713914944	-0.5041119234375199	1.5051764818641034	0.2876962764826388	2.6992	10.5079	0.0809	30.699	10.0	0.0	0.0	0
grp-15	T1	9	-1.285883504741198	-0.4978288026403827	1.2446168285741175	0.43509178019609385	2.7314	7.5033	0.1299	15.1	7.0	1.0	0.0	0
grp-15	T1	10	-1.0214604615528298	-0.6006666836638911	-0.5440485560694894	0.7164831963763809	2.8755	12.0101	0.179	40.2	6.0	1.0	0.0	0
